Education,Marital_Status,Income,Kidhome,Teenhome,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,Age,MntTotal,TotalCampAccepted,Customer_years
Master,Married,36262.0,0,0,24,1,3,5,3,6,38,426,2,8
Basic,Together,22634.0,0,0,47,1,2,1,2,8,55,96,0,8
2n Cycle,Married,47025.0,0,1,98,5,11,1,6,9,43,635,0,8
Graduation,Single,70566.0,0,1,4,2,6,5,9,3,53,757,0,8
PhD,Married,31605.0,1,0,15,2,2,1,4,7,42,125,0,9
Master,Divorced,52034.0,1,1,67,5,4,2,5,7,48,332,0,8
Graduation,Single,48526.0,1,0,32,1,2,1,4,3,42,135,0,8
Graduation,Married,46734.0,0,1,40,2,6,1,5,7,67,330,0,9
Graduation,Divorced,39552.0,1,1,54,7,6,2,5,8,59,384,1,9
Graduation,Single,86358.0,1,1,78,4,5,3,6,8,55,1722,0,9
Graduation,Together,46931.0,2,1,94,2,1,1,3,3,44,78,0,7
Basic,Single,16581.0,0,0,51,1,0,0,3,4,36,24,0,8
2n Cycle,Divorced,63998.0,0,0,42,1,7,6,11,4,69,1168,1,8
Master,Married,67381.0,0,1,67,4,2,2,9,7,70,957,1,8
Graduation,Single,25930.0,1,1,87,1,1,0,2,7,54,15,0,8
Graduation,Married,42693.0,1,0,29,1,1,0,3,5,43,57,0,7
Graduation,Together,85606.0,0,1,89,2,6,7,9,3,45,1956,1,9
Graduation,Single,72903.0,0,0,74,1,7,5,8,4,36,2013,4,8
2n Cycle,Together,49669.0,1,0,97,2,5,1,6,6,47,326,0,7
PhD,Married,36778.0,1,1,63,3,3,0,3,9,53,77,0,9
PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,59,1313,1,8
Master,Divorced,10979.0,0,0,34,2,3,0,3,5,32,30,0,7
Graduation,Married,49678.0,0,1,81,2,6,2,4,7,60,315,0,8
Master,Together,56129.0,0,1,65,4,6,2,10,4,68,660,0,8
Graduation,Married,37155.0,1,0,51,1,2,0,4,5,32,74,0,8
2n Cycle,Divorced,21282.0,1,0,76,2,2,1,2,6,43,46,0,7
PhD,Single,33419.0,0,1,76,2,2,0,4,7,59,86,0,8
Graduation,Widow,63285.0,0,0,84,1,6,5,13,3,76,1103,0,8
Master,Together,21255.0,1,0,56,4,2,1,4,4,47,61,0,7
Graduation,Together,42162.0,1,0,31,2,3,1,3,6,40,145,2,8
Graduation,Together,54450.0,1,1,0,12,9,2,8,8,65,684,0,9
PhD,Married,57744.0,0,1,91,2,9,1,4,8,67,411,0,8
Graduation,Single,26576.0,1,0,40,1,1,0,2,9,35,27,2,9
PhD,Widow,57513.0,0,0,59,2,9,3,13,6,78,1060,0,8
Graduation,Together,68142.0,0,1,96,3,10,4,7,6,57,1459,0,9
Graduation,Married,7500.0,0,1,61,1,1,0,2,8,42,18,0,9
Graduation,Together,83145.0,0,0,14,1,5,9,11,2,47,1833,2,9
Master,Married,54197.0,0,1,16,2,1,3,6,1,61,237,0,7
PhD,Single,23091.0,1,1,98,4,2,1,3,7,58,48,0,7
Graduation,Married,46049.0,1,1,11,10,5,2,9,7,45,515,1,8
Graduation,Together,56715.0,0,0,52,1,7,3,4,4,47,1020,0,9
Graduation,Married,79410.0,0,0,19,1,3,2,5,1,60,1370,0,7
Graduation,Married,57304.0,0,1,61,2,7,6,10,5,70,1026,0,8
Graduation,Married,44375.0,0,1,73,1,4,1,6,5,56,301,0,7
Graduation,Together,54450.0,1,1,0,12,9,2,8,8,65,684,0,9
Graduation,Married,59594.0,0,1,74,1,8,1,7,7,56,499,1,9
Graduation,Together,80685.0,0,0,55,1,6,4,10,2,27,1004,0,9
PhD,Married,40344.0,0,1,48,2,4,1,5,7,47,218,0,8
Graduation,Married,62710.0,0,1,53,4,4,2,12,4,49,606,0,8
2n Cycle,Married,48985.0,0,1,13,1,1,1,3,3,53,75,0,8
Graduation,Together,35322.0,1,2,34,3,2,0,4,8,53,106,0,9
Graduation,Married,77142.0,0,0,54,1,4,4,8,2,73,990,0,8
Graduation,Single,81657.0,0,0,69,1,3,4,8,1,52,1097,0,7
Basic,Married,14421.0,0,0,81,1,1,0,2,5,25,16,1,7
2n Cycle,Married,20130.0,0,0,99,1,1,0,3,8,47,34,0,7
PhD,Married,74214.0,0,0,3,1,8,2,5,5,31,1711,0,9
Master,Married,66726.0,1,1,61,3,8,2,4,7,64,438,1,7
Basic,Together,23724.0,1,0,65,2,2,0,3,8,42,75,0,8
Master,Married,47353.0,0,1,93,3,2,2,6,5,61,225,0,8
Master,Married,33444.0,1,1,24,1,1,0,2,8,69,18,0,9
Graduation,Married,54386.0,0,1,8,2,3,2,10,3,40,470,0,8
Graduation,Divorced,28510.0,1,1,72,3,2,0,4,5,40,91,0,8
Master,Single,90638.0,0,0,29,1,3,4,10,1,30,2525,1,7
Graduation,Together,48070.0,0,1,33,3,8,2,6,7,71,504,0,8
Graduation,Married,43140.0,0,1,68,1,4,1,5,6,64,235,0,8
PhD,Divorced,54959.0,0,1,55,3,9,5,4,7,60,1232,2,8
Basic,Single,15056.0,1,1,76,5,2,2,3,5,63,88,0,8
Graduation,Single,26954.0,1,0,17,1,1,0,2,7,50,17,0,7
Graduation,Single,22327.0,1,0,94,1,1,0,3,5,36,24,0,8
Graduation,Married,44393.0,1,1,86,2,1,0,4,4,56,60,0,8
PhD,Single,62000.0,0,1,25,1,6,6,13,4,69,1020,1,8
PhD,Together,31497.0,0,1,22,2,3,1,4,8,59,155,0,9
2n Cycle,Married,45894.0,0,2,15,1,1,0,3,5,47,51,0,7
Master,Divorced,78579.0,0,0,35,1,5,6,4,3,51,1812,1,9
Master,Widow,67369.0,0,1,81,4,7,4,10,4,52,1461,3,9
Graduation,Divorced,58401.0,0,1,55,1,1,2,2,4,61,96,0,7
Graduation,Single,62307.0,0,1,94,1,4,0,4,5,69,160,0,7
Master,Married,43641.0,1,1,50,3,2,1,4,6,52,139,0,8
Master,Divorced,63841.0,0,1,64,1,9,3,9,6,53,908,0,8
2n Cycle,Married,46891.0,0,1,91,1,2,1,4,4,56,183,0,8
Master,Married,70091.0,1,0,11,2,5,2,10,8,52,1161,1,8
PhD,Married,78075.0,0,0,72,1,3,5,5,1,49,988,0,7
2n Cycle,Widow,59184.0,0,1,6,3,6,6,12,5,60,1072,0,9
Graduation,Married,54809.0,1,1,0,4,2,1,5,4,44,174,0,8
Graduation,Married,58113.0,0,1,66,3,9,2,8,7,62,758,0,8
Master,Married,51412.0,0,1,42,2,3,2,4,4,63,195,0,8
Graduation,Divorced,15287.0,1,0,60,2,1,1,2,7,42,31,2,9
Master,Together,66636.0,0,0,64,1,3,4,9,1,64,1084,0,8
Master,Married,50965.0,0,1,87,3,10,4,5,8,65,685,1,8
PhD,Married,84618.0,0,0,96,1,6,9,10,2,56,1672,1,8
Graduation,Married,18351.0,0,0,1,1,2,0,3,7,31,43,0,8
PhD,Together,40451.0,0,2,54,1,1,1,2,5,64,49,1,7
Graduation,Together,36317.0,0,1,53,2,3,0,4,7,56,133,0,8
Graduation,Together,42213.0,0,1,96,2,5,1,7,7,64,363,1,8
Graduation,Together,65748.0,0,1,58,2,2,4,10,1,66,545,0,8
Graduation,Together,77044.0,0,1,12,2,7,11,11,4,49,1065,1,8
Graduation,Together,74918.0,0,0,78,1,5,9,6,3,52,2047,1,8
Graduation,Married,56721.0,1,1,64,5,4,1,5,6,49,296,0,9
Graduation,Single,42160.0,1,1,26,4,2,1,4,6,46,140,1,8
Graduation,Single,61559.0,0,1,8,1,4,2,10,3,56,530,0,8
PhD,Together,33629.0,1,1,49,5,3,1,4,9,58,152,0,9
PhD,Together,68682.0,0,0,56,1,4,9,10,2,30,1598,0,8
Graduation,Single,34377.0,0,1,55,2,2,2,2,7,58,114,0,8
Basic,Single,8940.0,1,0,25,3,3,1,3,8,35,101,0,9
Graduation,Married,26228.0,1,0,50,1,1,0,2,8,48,25,0,8
2n Cycle,Divorced,77297.0,0,0,84,1,5,7,9,4,64,789,1,8
Graduation,Married,40211.0,1,1,30,2,2,1,2,8,40,87,1,8
PhD,Widow,33438.0,1,1,81,4,2,1,4,5,63,90,0,8
PhD,Married,75032.0,0,1,74,2,5,4,9,3,62,1215,0,8
PhD,Single,61284.0,0,0,76,1,11,2,8,6,66,811,1,8
Graduation,Married,22518.0,1,0,36,2,2,1,2,5,35,61,2,9
Master,Married,54730.0,0,1,64,5,4,1,8,4,46,405,0,8
Master,Married,38452.0,1,1,62,3,3,0,3,7,66,72,0,7
Graduation,Divorced,44421.0,1,1,53,5,5,0,4,8,50,189,0,8
PhD,Together,38197.0,1,0,86,1,1,0,3,5,35,40,0,8
Graduation,Divorced,41986.0,0,1,15,3,3,0,4,4,43,63,0,7
Graduation,Together,28427.0,1,0,67,2,2,0,3,8,38,52,0,8
PhD,Together,37395.0,1,0,47,1,1,0,3,6,45,39,0,7
Graduation,Married,64722.0,1,0,47,4,8,2,11,6,50,805,0,7
Master,Together,55249.0,0,1,81,1,2,1,4,3,65,130,0,7
Graduation,Together,84906.0,0,0,98,1,5,6,12,2,49,1631,3,8
Graduation,Married,28691.0,1,0,56,1,1,0,3,8,32,34,0,8
Graduation,Single,44213.0,1,1,48,4,2,1,5,6,69,152,0,8
Basic,Single,25707.0,1,0,18,1,1,0,3,7,37,21,0,7
PhD,Married,59062.0,2,1,74,2,2,0,3,4,54,71,0,8
Graduation,Single,76624.0,0,1,68,1,5,10,7,1,59,899,1,7
Master,Together,66000.0,0,0,36,1,1,3,5,1,74,711,0,7
PhD,Together,27683.0,1,0,90,4,6,2,4,8,43,351,0,9
Graduation,Divorced,1730.0,0,0,65,15,0,0,0,20,50,8,0,7
Basic,Single,7500.0,1,0,63,4,3,2,2,9,29,119,0,9
Graduation,Together,40521.0,1,1,82,1,0,1,2,5,53,21,0,8
PhD,Together,20427.0,1,0,63,1,1,0,2,8,48,10,0,7
Graduation,Married,65106.0,0,1,55,3,8,3,13,6,46,973,1,7
PhD,Married,69969.0,0,0,64,1,4,2,6,3,56,1536,3,8
Graduation,Married,67433.0,0,2,51,4,6,5,13,4,69,992,1,8
PhD,Married,77766.0,0,1,97,2,11,10,11,6,54,1529,2,8
Graduation,Married,74716.0,0,1,92,2,7,3,5,4,49,860,0,8
Graduation,Divorced,68118.0,0,1,51,2,8,9,4,6,58,928,0,8
PhD,Married,55158.0,1,1,72,4,7,2,5,7,51,418,1,9
2n Cycle,Married,62972.0,0,1,39,2,7,4,3,6,66,587,1,9
Graduation,Married,74190.0,0,1,49,2,4,2,11,2,46,641,0,7
Graduation,Married,39356.0,1,1,21,1,1,0,2,6,45,23,1,7
Graduation,Together,76653.0,0,0,91,1,4,7,11,2,52,2279,2,8
PhD,Divorced,35860.0,1,1,37,2,1,1,2,5,48,49,1,7
PhD,Divorced,90687.0,0,0,98,1,6,2,8,2,38,1779,2,8
Master,Together,73450.0,0,0,85,1,7,8,11,3,39,1804,2,8
Graduation,Married,31454.0,1,1,40,3,2,0,3,8,61,48,0,8
Graduation,Single,47139.0,1,1,2,2,2,1,2,7,69,83,1,7
Graduation,Divorced,83829.0,0,0,78,0,4,7,6,1,46,1862,4,8
PhD,Married,53378.0,1,1,41,10,9,4,6,8,58,793,1,9
Graduation,Together,19656.0,1,0,94,3,2,1,3,7,51,84,0,8
PhD,Married,45579.0,0,1,10,1,4,1,4,6,73,183,0,8
2n Cycle,Single,85485.0,0,0,73,1,6,6,6,2,63,1383,0,7
Graduation,Married,55956.0,0,0,22,2,7,3,4,4,77,999,1,7
Master,Single,64191.0,0,1,30,3,5,3,13,3,58,825,0,8
Graduation,Single,38808.0,1,0,21,4,5,1,4,8,49,246,2,9
Master,Married,57183.0,1,1,51,8,9,1,7,8,55,610,0,8
Master,Divorced,23748.0,1,0,97,3,2,1,3,8,53,76,0,9
Graduation,Married,66303.0,0,1,56,4,3,4,11,8,50,1286,1,8
Master,Married,37368.0,1,0,4,1,1,0,2,6,46,30,1,8
Graduation,Married,40800.0,1,2,77,2,3,0,3,7,57,99,0,8
Graduation,Divorced,71847.0,0,0,95,0,6,7,9,3,43,1192,1,9
Graduation,Married,46149.0,0,1,36,5,5,1,7,5,46,362,0,8
Graduation,Together,78687.0,0,0,13,1,4,6,8,2,38,2130,2,9
2n Cycle,Divorced,49118.0,0,0,90,2,9,7,10,7,50,1229,3,9
PhD,Married,37633.0,1,1,49,2,1,0,3,9,64,38,0,9
Master,Together,39767.0,0,0,18,2,7,1,7,8,70,485,0,8
Basic,Married,26997.0,0,0,89,2,4,2,5,7,70,434,0,9
Graduation,Divorced,33986.0,1,0,43,1,1,0,3,7,51,44,0,8
PhD,Married,57091.0,0,1,82,2,9,2,5,7,49,496,2,9
2n Cycle,Married,46831.0,1,1,84,2,1,2,2,4,52,78,0,8
Master,Married,83151.0,0,0,80,1,5,7,10,2,49,2346,4,8
Graduation,Married,52531.0,0,0,68,2,7,2,10,6,50,794,0,9
Graduation,Married,15759.0,0,0,12,1,1,0,2,7,65,17,0,8
Graduation,Single,22804.0,1,0,75,1,2,0,2,9,50,26,0,8
2n Cycle,Married,43050.0,1,0,10,2,2,0,4,5,48,76,0,7
PhD,Single,42997.0,1,1,91,1,1,0,2,7,44,15,0,8
PhD,Single,48918.0,1,1,21,2,1,0,4,4,58,62,0,7
Master,Together,60033.0,0,1,28,2,2,1,5,2,67,198,0,7
PhD,Together,34043.0,1,0,97,1,2,0,2,9,43,49,0,8
Graduation,Together,57811.0,0,1,49,5,7,2,11,5,55,802,1,8
Graduation,Married,78569.0,0,0,14,1,4,6,4,1,75,1736,2,7
Graduation,Single,7500.0,1,1,5,4,2,1,3,6,43,57,0,9
Master,Together,157733.0,1,0,37,0,1,0,1,1,50,59,0,8
Graduation,Together,94384.0,0,0,62,0,5,8,5,2,68,2302,4,8
2n Cycle,Married,23148.0,0,0,83,1,2,0,3,7,36,37,0,7
Graduation,Divorced,44267.0,1,1,48,5,5,2,4,9,51,310,0,8
Graduation,Married,71626.0,0,0,94,1,5,5,8,3,42,1305,1,9
Graduation,Together,60894.0,0,1,61,5,10,3,8,7,55,832,0,8
Graduation,Together,50200.0,1,1,70,6,7,1,5,8,45,401,0,8
PhD,Married,81051.0,0,0,43,1,5,5,12,2,56,1501,2,7
Graduation,Married,65169.0,0,0,23,1,10,4,13,6,39,1189,5,7
Graduation,Together,59868.0,0,1,37,7,11,2,12,6,49,1194,0,8
PhD,Married,65695.0,0,1,50,2,5,4,10,4,61,656,0,7
Master,Single,64857.0,0,0,78,1,7,5,10,4,65,1540,0,9
Master,Together,45143.0,0,1,74,3,6,1,5,7,56,311,0,8
2n Cycle,Together,74805.0,0,1,14,5,4,7,10,2,66,820,0,8
2n Cycle,Married,59060.0,1,0,77,3,3,1,7,4,32,274,0,7
PhD,Single,27238.0,1,1,39,3,3,0,3,9,59,57,0,8
Graduation,Together,47009.0,0,1,89,4,3,2,8,4,56,448,0,8
2n Cycle,Married,46094.0,1,1,62,1,1,0,3,7,48,44,0,7
Graduation,Married,40321.0,1,1,59,2,3,0,3,7,49,102,0,8
Graduation,Together,37235.0,1,0,68,1,1,1,2,4,37,61,0,7
Master,Married,81843.0,0,0,13,1,5,9,12,3,61,1643,0,8
Master,Together,46692.0,0,1,37,3,6,1,5,6,63,397,0,8
Graduation,Together,77382.0,0,1,36,2,5,7,12,1,53,1121,1,7
Graduation,Single,37774.0,2,0,28,4,7,2,3,9,44,473,2,9
Basic,Married,18393.0,1,0,2,2,3,0,3,8,47,50,0,7
Master,Married,72828.0,0,1,17,6,6,3,13,7,59,1678,0,8
Graduation,Married,24711.0,0,0,86,1,3,0,3,7,39,58,0,7
PhD,Married,45503.0,1,0,54,1,3,1,4,5,46,170,0,8
Master,Single,6560.0,0,0,2,0,1,0,1,17,39,373,0,8
PhD,Together,71604.0,0,0,3,1,8,3,5,4,76,1196,2,8
Graduation,Married,27244.0,1,0,84,2,2,2,2,7,42,101,0,7
Graduation,Married,48752.0,1,1,8,5,6,1,5,9,52,316,1,9
Graduation,Married,71434.0,0,1,4,3,7,4,7,4,59,1400,2,8
Graduation,Single,90842.0,0,0,57,1,4,9,13,1,73,1424,0,8
Master,Married,88097.0,1,0,24,1,6,5,8,9,43,844,4,9
Graduation,Married,51948.0,0,1,51,2,5,2,4,5,46,311,0,8
Graduation,Together,71853.0,0,0,29,1,2,8,6,1,39,1149,0,8
Master,Married,35876.0,0,0,13,1,3,1,3,6,38,129,0,7
Graduation,Widow,40049.0,0,1,23,1,1,0,3,6,69,32,0,8
Graduation,Single,39660.0,1,0,36,3,7,1,3,9,39,299,1,9
Graduation,Together,50127.0,0,1,88,1,5,1,6,6,59,320,1,7
Master,Married,43263.0,0,1,2,3,5,2,6,5,44,441,0,9
Master,Married,62845.0,1,1,3,11,3,4,10,8,72,1178,2,9
Graduation,Married,18929.0,0,0,15,1,1,0,4,6,31,85,0,8
Basic,Single,24367.0,1,0,58,1,1,0,2,9,39,24,0,8
Graduation,Single,33249.0,1,0,11,2,2,1,3,6,46,112,0,8
2n Cycle,Married,26887.0,0,1,27,1,1,0,3,6,62,30,0,8
PhD,Married,50150.0,0,0,32,2,5,2,7,5,38,410,0,8
Graduation,Together,62061.0,0,1,12,3,10,4,7,6,45,800,1,8
PhD,Divorced,85696.0,0,0,88,1,4,6,9,1,59,1313,1,8
PhD,Together,76542.0,0,0,91,1,4,8,10,2,65,1483,0,8
Graduation,Single,70515.0,0,0,12,1,6,6,4,2,28,1258,1,8
Graduation,Together,18227.0,1,0,21,1,0,1,2,8,34,28,0,9
Graduation,Married,69139.0,0,1,23,1,4,1,5,4,56,227,0,7
Graduation,Married,69109.0,0,0,10,1,6,6,7,4,39,1555,2,9
Graduation,Single,69627.0,0,1,35,2,8,2,11,5,59,861,0,8
Graduation,Married,38136.0,1,0,69,2,3,1,2,8,43,103,1,8
PhD,Single,62159.0,0,0,68,1,6,2,10,4,75,634,0,7
Graduation,Single,80695.0,0,0,85,1,5,8,5,2,58,1918,0,8
Master,Single,33316.0,1,1,34,3,2,1,4,6,50,131,0,8
Graduation,Together,58554.0,1,1,55,6,8,2,6,7,53,586,0,9
Basic,Married,17256.0,1,0,10,2,2,1,2,8,29,62,1,8
Graduation,Divorced,53034.0,1,1,30,8,6,1,7,8,47,447,0,8
2n Cycle,Together,52203.0,0,0,36,1,8,7,11,6,71,939,0,9
2n Cycle,Divorced,59601.0,0,1,14,4,2,2,7,8,44,797,1,8
Master,Single,75154.0,0,1,79,1,6,3,6,3,63,1143,1,9
Graduation,Single,47025.0,0,1,52,3,6,3,5,6,45,415,0,8
Graduation,Married,37971.0,1,0,97,1,1,0,3,8,48,30,0,8
Master,Divorced,41335.0,1,0,24,3,4,1,4,7,53,187,0,8
Graduation,Married,67267.0,0,1,0,1,3,2,5,2,63,251,0,7
Graduation,Single,57338.0,0,1,96,2,4,1,5,5,46,237,0,7
2n Cycle,Together,50523.0,1,1,89,2,2,0,4,6,61,91,0,8
Master,Single,35791.0,2,1,94,2,1,0,3,8,56,35,0,8
PhD,Divorced,50611.0,0,1,98,6,4,5,7,6,61,493,1,9
PhD,Married,56242.0,0,1,72,5,8,4,11,6,52,971,0,8
Graduation,Single,48904.0,0,1,1,4,7,2,4,8,61,371,0,9
Graduation,Single,56243.0,1,2,26,6,4,2,8,5,46,396,0,8
Graduation,Married,21355.0,1,0,5,2,2,1,2,6,36,68,2,8
Master,Together,57420.0,0,1,22,3,5,1,6,7,50,322,1,8
Master,Together,52247.25135379061,0,1,39,2,4,2,6,5,51,317,0,8
Master,Divorced,46390.0,0,1,56,1,4,2,3,7,66,222,0,7
2n Cycle,Together,54342.0,1,1,74,4,3,1,4,6,65,177,0,8
Graduation,Together,52247.25135379061,1,1,87,1,1,0,3,5,63,45,0,9
2n Cycle,Single,52247.25135379061,1,1,49,1,1,0,2,7,57,21,0,7
Graduation,Married,20895.0,1,0,24,1,2,0,3,9,48,45,0,9
Graduation,Married,92344.0,0,0,9,0,5,10,5,1,73,1899,2,7
PhD,Together,52247.25135379061,1,0,17,1,1,0,3,7,49,42,0,7
2n Cycle,Together,26907.0,1,1,10,2,1,0,3,7,45,22,0,8
Graduation,Together,44964.0,1,1,35,1,1,0,3,8,41,41,0,9
Graduation,Together,75507.0,0,0,56,1,8,6,6,3,42,1440,0,7
Master,Married,53761.0,1,1,7,6,4,4,3,5,49,325,0,8
Graduation,Together,22682.0,1,0,51,3,2,1,4,4,48,95,0,8
PhD,Together,38887.0,1,0,17,1,1,0,3,7,49,42,0,7
2n Cycle,Single,41658.0,1,1,30,2,1,1,2,4,46,72,0,9
PhD,Married,29791.0,1,0,21,2,2,0,3,5,49,20,0,7
Master,Married,63915.0,0,2,2,2,6,3,12,5,65,789,0,8
Graduation,Divorced,39996.0,1,1,85,1,1,0,2,6,47,15,0,7
Graduation,Divorced,26759.0,1,0,65,2,2,1,3,6,49,59,0,7
Master,Divorced,63841.0,0,1,64,1,9,3,9,6,53,908,0,8
PhD,Married,51039.0,1,1,11,2,6,2,4,7,52,417,0,9
Graduation,Married,60544.0,1,1,92,4,5,1,5,6,60,289,0,9
Graduation,Married,65685.0,0,1,54,1,9,2,9,5,49,769,0,7
Graduation,Married,37716.0,0,1,4,2,4,1,3,7,68,188,0,7
Graduation,Single,36864.0,0,1,53,3,5,2,4,8,64,354,1,9
Master,Married,44511.0,1,0,39,6,8,4,8,8,51,727,0,9
PhD,Married,36947.0,1,1,49,4,3,0,4,9,54,146,0,9
Master,Together,47352.0,0,1,70,4,6,1,5,7,70,319,0,8
Master,Married,67087.0,0,1,40,2,7,5,8,4,68,794,0,8
Graduation,Married,57045.0,0,1,40,3,4,2,9,3,71,454,0,9
PhD,Divorced,36957.0,1,1,43,4,3,2,2,9,68,152,1,9
PhD,Married,69389.0,0,1,17,1,7,2,12,4,44,797,0,9
Graduation,Married,80134.0,1,0,40,2,5,3,6,6,49,1690,4,8
Master,Married,43142.0,1,1,84,1,1,0,2,7,52,20,0,7
Graduation,Married,80589.0,0,0,25,1,5,10,5,1,77,1428,2,7
Graduation,Single,34412.0,1,0,62,3,5,0,3,9,31,209,0,8
Graduation,Single,57537.0,1,0,83,4,4,3,8,4,42,545,0,8
Basic,Together,22634.0,0,0,47,1,2,1,2,8,55,96,0,8
Graduation,Together,51315.0,0,0,45,1,2,2,5,2,73,222,0,7
Graduation,Married,36026.0,2,1,34,2,2,0,3,6,49,61,0,7
Graduation,Married,24639.0,1,1,3,3,2,0,4,6,48,44,0,7
PhD,Together,34578.0,2,1,1,1,1,0,2,6,49,8,0,7
2n Cycle,Single,65704.0,0,0,18,1,2,10,10,1,49,817,0,8
Graduation,Single,63810.0,0,1,45,4,4,3,12,8,55,1371,1,9
PhD,Together,54132.0,0,1,81,1,1,0,3,7,52,42,0,7
Graduation,Married,18690.0,0,0,77,1,1,1,2,8,62,60,0,9
Graduation,Married,28164.0,1,0,23,3,2,0,4,7,51,78,0,8
PhD,Married,34596.0,1,0,48,1,1,0,2,8,47,23,0,8
PhD,Married,43269.0,1,0,61,1,1,0,2,8,49,19,0,8
2n Cycle,Single,38741.0,1,1,60,2,2,0,3,7,63,61,0,7
Graduation,Single,31907.0,0,0,75,1,6,1,6,7,49,449,0,8
Master,Married,27100.0,1,0,64,1,1,0,3,7,38,37,0,8
2n Cycle,Divorced,31163.0,1,0,54,1,1,0,3,6,48,38,0,7
Graduation,Married,92533.0,0,0,84,1,6,5,11,2,36,1131,2,8
Graduation,Single,34853.0,1,1,75,2,2,0,3,6,48,34,0,8
Graduation,Divorced,70844.0,1,1,16,5,6,1,5,7,54,294,0,8
2n Cycle,Married,31086.0,1,1,79,2,1,1,2,8,42,48,1,8
Graduation,Married,60544.0,1,1,92,4,5,1,5,6,60,289,0,9
2n Cycle,Together,20491.0,0,0,16,1,0,1,2,7,35,30,0,8
Graduation,Married,42523.0,0,0,96,1,1,1,4,2,57,125,0,7
Graduation,Married,39922.0,1,0,30,2,3,0,4,8,38,156,0,8
Graduation,Together,33402.0,1,1,60,3,2,1,3,8,69,70,0,8
Master,Married,36408.0,1,1,11,1,1,0,2,6,72,22,0,8
Graduation,Together,21645.0,1,0,75,3,3,0,3,9,42,65,1,9
Master,Widow,78427.0,0,0,36,3,3,7,10,3,73,1930,2,9
Graduation,Together,82657.0,0,0,71,1,7,5,10,4,75,2283,2,8
Graduation,Married,51876.0,0,0,88,1,2,2,8,1,63,310,0,8
2n Cycle,Married,78041.0,0,0,93,1,4,4,9,2,50,1319,0,9
Graduation,Married,52852.0,0,1,93,4,10,7,5,8,64,879,1,9
PhD,Together,70038.0,0,0,54,1,4,4,8,2,39,1244,0,8
2n Cycle,Together,69401.0,0,1,41,4,4,4,5,2,48,690,0,7
Graduation,Together,46053.0,1,0,46,3,3,2,4,5,49,209,0,8
Graduation,Married,77343.0,0,0,28,1,3,4,9,1,56,1134,0,7
Graduation,Single,73892.0,0,0,40,1,3,11,8,1,68,1507,1,8
PhD,Single,40304.0,1,0,82,1,2,0,3,7,54,57,0,8
PhD,Together,32727.0,0,0,38,2,7,3,5,8,56,529,0,9
Graduation,Together,68695.0,0,0,3,1,4,4,7,2,52,1091,0,7
Graduation,Divorced,43300.0,0,1,87,3,4,0,4,8,50,180,1,9
Graduation,Together,26290.0,1,1,49,4,2,0,4,6,49,77,0,8
Graduation,Single,93790.0,0,0,16,0,6,7,12,2,51,2349,4,7
PhD,Married,38410.0,0,0,65,2,5,2,9,6,47,534,1,9
Master,Widow,64866.0,0,1,9,4,7,3,7,5,71,556,1,7
Graduation,Together,57957.0,0,1,24,7,4,6,8,3,62,637,0,8
PhD,Together,46015.0,1,1,25,1,1,0,3,7,66,46,2,7
Graduation,Together,16531.0,1,0,43,3,3,0,3,7,43,44,0,7
Master,Married,28072.0,1,0,10,1,1,0,3,7,35,47,0,8
Master,Divorced,49476.0,0,1,29,4,2,11,5,2,58,795,0,8
Graduation,Married,50725.0,0,1,45,4,8,1,8,8,68,586,0,8
Graduation,Together,83844.0,0,0,57,1,4,4,11,1,69,1574,1,8
PhD,Married,41145.0,1,1,20,1,0,0,3,3,71,13,0,7
Graduation,Together,67419.0,0,1,29,4,9,4,8,5,51,1471,0,8
2n Cycle,Married,23162.0,1,1,82,3,1,1,3,6,51,65,0,8
Graduation,Married,34380.0,1,0,68,4,4,1,3,8,44,175,0,8
Graduation,Single,34704.0,0,1,65,1,1,0,3,5,55,40,0,8
PhD,Married,94871.0,0,2,99,1,8,5,4,7,52,1078,3,9
Graduation,Married,65148.0,0,1,9,2,6,6,7,4,63,1115,0,9
Graduation,Together,39898.0,0,1,20,2,3,0,4,7,67,134,0,8
Master,Single,64857.0,0,0,78,1,7,5,10,4,65,1540,0,9
PhD,Married,59892.0,0,1,26,1,2,1,3,3,51,87,0,8
Master,Single,41020.0,0,0,68,1,3,2,4,3,34,217,0,8
PhD,Married,57072.0,0,1,79,2,7,5,13,5,60,1034,1,7
Graduation,Single,60474.0,0,1,25,7,10,2,12,7,42,1180,0,8
Graduation,Together,62807.0,0,1,83,3,5,3,12,5,61,819,0,9
2n Cycle,Together,19414.0,1,0,32,1,1,0,3,8,40,32,0,8
Graduation,Married,19107.0,1,0,49,2,1,0,3,7,41,46,0,8
2n Cycle,Together,75484.0,0,1,50,2,7,3,6,4,45,1159,0,9
Master,Single,70379.0,0,1,84,3,6,3,13,4,45,860,0,8
Master,Together,79419.0,0,0,96,1,4,6,4,2,51,1631,0,7
PhD,Together,64014.0,2,1,56,7,8,2,5,7,75,444,1,7
Graduation,Married,76998.0,0,1,85,2,11,8,8,6,66,1910,1,8
Master,Together,49854.0,1,0,63,5,6,2,5,6,49,380,0,8
PhD,Married,60585.0,1,1,17,10,7,4,9,5,50,736,1,8
